city,country
Gəncə,Republic of Azerbaijan
Mingəçevir,Republic of Azerbaijan
Lənkəran,Republic of Azerbaijan
Şirvan,Republic of Azerbaijan
Naxçıvan,Republic of Azerbaijan
Yevlax,Republic of Azerbaijan
Şəki,Republic of Azerbaijan
Xankəndi,Republic of Azerbaijan
Download coordinates as: KML · GPX,Commonwealth of The Bahamas
Nassau,Commonwealth of The Bahamas
Freeport,Commonwealth of The Bahamas
West End,Commonwealth of The Bahamas
Coopers Town,Commonwealth of The Bahamas
Marsh Harbour,Commonwealth of The Bahamas
Freetown,Commonwealth of The Bahamas
Bahamas City,Commonwealth of The Bahamas
Andros Town,Commonwealth of The Bahamas
Clarence Town,Commonwealth of The Bahamas
Dunmore Town,Commonwealth of The Bahamas
Rock Sound,Commonwealth of The Bahamas
Arthur's Town,Commonwealth of The Bahamas
Cockburn Town,Commonwealth of The Bahamas
George Town,Commonwealth of The Bahamas
Alice Town,Commonwealth of The Bahamas
Sweeting Cay,Commonwealth of The Bahamas
Matthew Town,Commonwealth of The Bahamas
Snug Corner,Commonwealth of The Bahamas
Great Harbour Cay,Commonwealth of The Bahamas
Nicholls Town,Commonwealth of The Bahamas
Colonel Hill,Commonwealth of The Bahamas
Pirates Well,Commonwealth of The Bahamas
Port Nelson,Commonwealth of The Bahamas
Duncan Town,Commonwealth of The Bahamas
Albert Town,Commonwealth of The Bahamas
Bogra,People's Republic of Bangladesh
Jessore,People's Republic of Bangladesh
Cox's Bazar,People's Republic of Bangladesh
Brahmanbaria,People's Republic of Bangladesh
Dinajpur,People's Republic of Bangladesh
Nawabganj,People's Republic of Bangladesh
Tangail,People's Republic of Bangladesh
Sirajganj,People's Republic of Bangladesh
Feni,People's Republic of Bangladesh
Jamalpur,People's Republic of Bangladesh
Pabna,People's Republic of Bangladesh
Noakhali,People's Republic of Bangladesh
Faridpur,People's Republic of Bangladesh
Kushtia,People's Republic of Bangladesh
Barisal Division,People's Republic of Bangladesh
Chittagong Division,People's Republic of Bangladesh
Dhaka Division,People's Republic of Bangladesh
Khulna Division,People's Republic of Bangladesh
Mymensingh Division,People's Republic of Bangladesh
Rajshahi Division,People's Republic of Bangladesh
Rangpur Division,People's Republic of Bangladesh
Sylhet Division,People's Republic of Bangladesh
Chittagong,People's Republic of Bangladesh
Khulna,People's Republic of Bangladesh
Sylhet,People's Republic of Bangladesh
Rajshahi,People's Republic of Bangladesh
Comilla,People's Republic of Bangladesh
Tongi,People's Republic of Bangladesh
Bogra,People's Republic of Bangladesh
Mymensingh,People's Republic of Bangladesh
Barisal,People's Republic of Bangladesh
Minsk Region,Republic of Belarus
Vitsyebsk (Vitebsk) Region,Republic of Belarus
Mahilyow (Mogilev) Region,Republic of Belarus
Homyel’ (Gomel) Region,Republic of Belarus
Brest Region,Republic of Belarus
Hrodna (Grodno) Region,Republic of Belarus
Aalst (Alost),Kingdom of Belgium
Aarschot (fr: Aerschot),Kingdom of Belgium
Andenne,Kingdom of Belgium
Antoing,Kingdom of Belgium
Antwerp (nl: Antwerpen; fr: Anvers),Kingdom of Belgium
Arlon (nl: Aarlen; de: Arel),Kingdom of Belgium
Ath (nl: Aat),Kingdom of Belgium
Bastogne (nl: Bastenaken),Kingdom of Belgium
Beaumont,Kingdom of Belgium
Beauraing,Kingdom of Belgium
Beringen,Kingdom of Belgium
Bilzen,Kingdom of Belgium
Binche,Kingdom of Belgium
Blankenberge,Kingdom of Belgium
Borgloon (fr: Looz),Kingdom of Belgium
Bouillon,Kingdom of Belgium
Braine-le-Comte (nl: 's-Gravenbrakel),Kingdom of Belgium
Bree,Kingdom of Belgium
Bruges (nl: Brugge),Kingdom of Belgium
Charleroi,Kingdom of Belgium
Châtelet,Kingdom of Belgium
Chièvres,Kingdom of Belgium
Chimay,Kingdom of Belgium
Chiny,Kingdom of Belgium
Ciney,Kingdom of Belgium
Comines-Warneton (nl: Komen-Waasten),Kingdom of Belgium
Couvin,Kingdom of Belgium
Damme,Kingdom of Belgium
Deinze,Kingdom of Belgium
Dendermonde (fr: Termonde),Kingdom of Belgium
Diest,Kingdom of Belgium
Diksmuide (Dixmude),Kingdom of Belgium
Dilsen-Stokkem,Kingdom of Belgium
Dinant,Kingdom of Belgium
Durbuy,Kingdom of Belgium
Eeklo,Kingdom of Belgium
Enghien (nl: Edingen),Kingdom of Belgium
Eupen,Kingdom of Belgium
Fleurus,Kingdom of Belgium
Florenville,Kingdom of Belgium
Fontaine-l'Évêque,Kingdom of Belgium
Fosses-la-Ville,Kingdom of Belgium
Geel,Kingdom of Belgium
Gembloux (nl: Gembloers),Kingdom of Belgium
Genappe (nl: Genepiën),Kingdom of Belgium
Genk,Kingdom of Belgium
Geraardsbergen (fr: Grammont),Kingdom of Belgium
"Ghent (nl, de: Gent, fr: Gand)",Kingdom of Belgium
Gistel,Kingdom of Belgium
Halen,Kingdom of Belgium
Halle (fr: Hal),Kingdom of Belgium
Hamont-Achel,Kingdom of Belgium
Hannut (nl: Hannuit),Kingdom of Belgium
Harelbeke,Kingdom of Belgium
Hasselt,Kingdom of Belgium
Herk-de-Stad (fr: Herck-la-Ville),Kingdom of Belgium
Herentals,Kingdom of Belgium
Herve,Kingdom of Belgium
Hoogstraten,Kingdom of Belgium
Houffalize,Kingdom of Belgium
Huy (nl: Hoei),Kingdom of Belgium
Izegem,Kingdom of Belgium
Kortrijk (fr: Courtrai),Kingdom of Belgium
Jodoigne (nl: Geldenaken),Kingdom of Belgium
La Louvière,Kingdom of Belgium
La Roche-en-Ardenne,Kingdom of Belgium
Landen,Kingdom of Belgium
Le Rœulx,Kingdom of Belgium
Lessines (nl: Lessen),Kingdom of Belgium
"Leuven (fr: Louvain, de: Löwen)",Kingdom of Belgium
Leuze-en-Hainaut,Kingdom of Belgium
Liège (nl: Luik),Kingdom of Belgium
Lier (fr: Lierre),Kingdom of Belgium
"Limbourg (nl, de: Limburg)",Kingdom of Belgium
Lokeren,Kingdom of Belgium
Lommel,Kingdom of Belgium
Lo-Reninge,Kingdom of Belgium
Maaseik,Kingdom of Belgium
Malmedy (de: Malmünde),Kingdom of Belgium
Marche-en-Famenne,Kingdom of Belgium
Mechelen (fr: Malines; de: Mecheln),Kingdom of Belgium
Menen (fr: Menin),Kingdom of Belgium
Mesen (fr: Messines),Kingdom of Belgium
"Mons (nl, de: Bergen)",Kingdom of Belgium
Mortsel,Kingdom of Belgium
Mouscron (nl: Moeskroen),Kingdom of Belgium
Namur (nl: Namen),Kingdom of Belgium
Neufchâteau,Kingdom of Belgium
Nieuwpoort (fr: Nieuport),Kingdom of Belgium
Ninove,Kingdom of Belgium
Nivelles (nl: Nijvel),Kingdom of Belgium
Ostend (nl: Oostende; fr/de: Ostende),Kingdom of Belgium
Ottignies-Louvain-la-Neuve,Kingdom of Belgium
Oudenaarde (fr: Audenarde),Kingdom of Belgium
Oudenburg,Kingdom of Belgium
Peer,Kingdom of Belgium
Péruwelz,Kingdom of Belgium
Philippeville,Kingdom of Belgium
Poperinge,Kingdom of Belgium
Rochefort,Kingdom of Belgium
Roeselare (fr: Roulers),Kingdom of Belgium
Ronse (fr: Renaix),Kingdom of Belgium
Saint-Ghislain,Kingdom of Belgium
Saint-Hubert,Kingdom of Belgium
St. Vith (fr: Saint Vith),Kingdom of Belgium
Seraing,Kingdom of Belgium
Sint-Niklaas (fr: Saint-Nicolas),Kingdom of Belgium
Sint-Truiden (fr: Saint-Trond),Kingdom of Belgium
Soignies (nl: Zinnik),Kingdom of Belgium
Spa,Kingdom of Belgium
Stavelot,Kingdom of Belgium
Thuin,Kingdom of Belgium
Tielt,Kingdom of Belgium
Tienen (fr: Tirlemont),Kingdom of Belgium
Tongeren (fr: Tongres),Kingdom of Belgium
Torhout,Kingdom of Belgium
Tournai (nl: Doornik),Kingdom of Belgium
Turnhout,Kingdom of Belgium
Verviers,Kingdom of Belgium
Veurne (Furnes),Kingdom of Belgium
Vilvoorde (fr: Vilvorde),Kingdom of Belgium
Virton,Kingdom of Belgium
Visé (nl: Wezet),Kingdom of Belgium
Walcourt,Kingdom of Belgium
Waregem,Kingdom of Belgium
Waremme (nl: Borgworm),Kingdom of Belgium
Wavre (nl: Waver),Kingdom of Belgium
Wervik (fr: Wervicq),Kingdom of Belgium
Ypres (nl: Ieper),Kingdom of Belgium
Zottegem (fr: Sottegem),Kingdom of Belgium
Zoutleeuw (fr: Léau),Kingdom of Belgium
Belize,Belize
Cayo,Belize
Corozal,Belize
Orange Walk,Belize
Stann Creek,Belize
Toledo,Belize
Thimphu,Kingdom of Bhutan
Phuntsholing,Kingdom of Bhutan
Samdrup Jongkhar,Kingdom of Bhutan
Punakha,Kingdom of Bhutan
Geylegphug,Kingdom of Bhutan
Paro,Kingdom of Bhutan
Trashigang,Kingdom of Bhutan
Wangdue Phodrang,Kingdom of Bhutan
Dagapela,Kingdom of Bhutan
Trongsa,Kingdom of Bhutan
*,Plurinational State of Bolivia
†,Plurinational State of Bolivia
Santa Cruz de la Sierra*†,Plurinational State of Bolivia
El Alto†,Plurinational State of Bolivia
La Paz*,Plurinational State of Bolivia
Cochabamba*†,Plurinational State of Bolivia
Oruro*†,Plurinational State of Bolivia
Sucre*†,Plurinational State of Bolivia
Tarija*†,Plurinational State of Bolivia
Potosí*†,Plurinational State of Bolivia
Sacaba,Plurinational State of Bolivia
Quillacollo,Plurinational State of Bolivia
Montero,Plurinational State of Bolivia
Trinidad*†,Plurinational State of Bolivia
Riberalta,Plurinational State of Bolivia
Warnes,Plurinational State of Bolivia
La Guardia,Plurinational State of Bolivia
Viacha,Plurinational State of Bolivia
Yacuíba,Plurinational State of Bolivia
Colcapirhua,Plurinational State of Bolivia
Tiquipaya,Plurinational State of Bolivia
Cobija*†,Plurinational State of Bolivia
Vinto,Plurinational State of Bolivia
Guayaramerín,Plurinational State of Bolivia
Villazón,Plurinational State of Bolivia
Villamontes,Plurinational State of Bolivia
Bermejo,Plurinational State of Bolivia
Camiri,Plurinational State of Bolivia
Tupiza,Plurinational State of Bolivia
Llallagua,Plurinational State of Bolivia
San Ignacio de Velasco,Plurinational State of Bolivia
San Julián,Plurinational State of Bolivia
Huanuni,Plurinational State of Bolivia
Punata,Plurinational State of Bolivia
Cotoca,Plurinational State of Bolivia
Ascención de Guarayos,Plurinational State of Bolivia
Achocalla,Plurinational State of Bolivia
Mineros,Plurinational State of Bolivia
Uyuni,Plurinational State of Bolivia
San Borja,Plurinational State of Bolivia
El Torno,Plurinational State of Bolivia
Puerto Suárez,Plurinational State of Bolivia
Portachuelo,Plurinational State of Bolivia
Caranavi,Plurinational State of Bolivia
Rurrenabaque,Plurinational State of Bolivia
Challapata,Plurinational State of Bolivia
Santa Ana del Yacuma,Plurinational State of Bolivia
San José de Chiquitos,Plurinational State of Bolivia
Sipe Sipe,Plurinational State of Bolivia
Patacamaya,Plurinational State of Bolivia
Puerto Quijarro,Plurinational State of Bolivia
Vallegrande,Plurinational State of Bolivia
Roboré,Plurinational State of Bolivia
San Ignacio de Moxos,Plurinational State of Bolivia
Sarajevo,Bosnia and Herzegovina
Banja Luka,Bosnia and Herzegovina
Tuzla,Bosnia and Herzegovina
Zenica,Bosnia and Herzegovina
Bijeljina,Bosnia and Herzegovina
Mostar,Bosnia and Herzegovina
Prijedor,Bosnia and Herzegovina
Brčko,Bosnia and Herzegovina
Cazin,Bosnia and Herzegovina
Doboj,Bosnia and Herzegovina
Zvornik,Bosnia and Herzegovina
Živinice,Bosnia and Herzegovina
Bihać,Bosnia and Herzegovina
Travnik,Bosnia and Herzegovina
Gradiška,Bosnia and Herzegovina
Gračanica,Bosnia and Herzegovina
Sanski Most,Bosnia and Herzegovina
Lukavac,Bosnia and Herzegovina
Tešanj,Bosnia and Herzegovina
Velika Kladuša,Bosnia and Herzegovina
Srebrenik,Bosnia and Herzegovina
Teslić,Bosnia and Herzegovina
Gradačac,Bosnia and Herzegovina
Visoko,Bosnia and Herzegovina
Zavidovići,Bosnia and Herzegovina
Kakanj,Bosnia and Herzegovina
Prnjavor,Bosnia and Herzegovina
Livno,Bosnia and Herzegovina
Laktaši,Bosnia and Herzegovina
Kalesija,Bosnia and Herzegovina
Bugojno,Bosnia and Herzegovina
Tomislavgrad,Bosnia and Herzegovina
Žepče,Bosnia and Herzegovina
Trebinje,Bosnia and Herzegovina
Jajce,Bosnia and Herzegovina
Derventa,Bosnia and Herzegovina
Široki Brijeg,Bosnia and Herzegovina
Bosanska Krupa,Bosnia and Herzegovina
Novi Grad,Bosnia and Herzegovina
Vogošća,Bosnia and Herzegovina
Modriča,Bosnia and Herzegovina
Konjic,Bosnia and Herzegovina
Novi Travnik,Bosnia and Herzegovina
Kozarska Dubica,Bosnia and Herzegovina
Pale,Bosnia and Herzegovina
Goražde,Bosnia and Herzegovina
Foča,Bosnia and Herzegovina
Gaborone,Republic of Botswana
Francistown,Republic of Botswana
Molepolole,Republic of Botswana
Serowe,Republic of Botswana
Selibe Phikwe,Republic of Botswana
Maun,Republic of Botswana
Kanye,Republic of Botswana
Mahalapye,Republic of Botswana
Mogoditshane,Republic of Botswana
Mochudi,Republic of Botswana
Lobatse,Republic of Botswana
Palapye,Republic of Botswana
Ramotswa,Republic of Botswana
Moshupa,Republic of Botswana
Tlokweng,Republic of Botswana
Bobonong,Republic of Botswana
Thamaga,Republic of Botswana
Letlhakane,Republic of Botswana
Tonota,Republic of Botswana
Mmadinare,Republic of Botswana
Jwaneng,Republic of Botswana
Tutume,Republic of Botswana
Gabane,Republic of Botswana
Shoshong,Republic of Botswana
Ghanzi,Republic of Botswana
Letlhakeng,Republic of Botswana
Orapa,Republic of Botswana
Kopong,Republic of Botswana
Mmopane,Republic of Botswana
Kasane,Republic of Botswana
Shakawe,Republic of Botswana
Lentsweletau,Republic of Botswana
Molapowabojang,Republic of Botswana
Gumare,Republic of Botswana
Tshabong,Republic of Botswana
Lerala,Republic of Botswana
Mmathethe,Republic of Botswana
Gweta,Republic of Botswana
Mathangwane,Republic of Botswana
Mmankgodi,Republic of Botswana
Maitengwe,Republic of Botswana
Rakops,Republic of Botswana
Dukwi,Republic of Botswana
Mopipi,Republic of Botswana
Etsha,Republic of Botswana
Otse,Republic of Botswana
Sefophe,Republic of Botswana
Sehithwa,Republic of Botswana
Nata,Republic of Botswana
Tumasera/Seleka,Republic of Botswana
Moiyabana,Republic of Botswana
Lotlhakane,Republic of Botswana
Metsimotlhaba,Republic of Botswana
Bokaa,Republic of Botswana
Tati Siding,Republic of Botswana
Tsetsebjwe,Republic of Botswana
Hukuntsi,Republic of Botswana
Kang,Republic of Botswana
Maunatlala,Republic of Botswana
Tobane,Republic of Botswana
Nkange,Republic of Botswana
Ramokgonami,Republic of Botswana
Sebina,Republic of Botswana
Oodi,Republic of Botswana
Kumakwane,Republic of Botswana
Manyana,Republic of Botswana
Toteng,Republic of Botswana
Shorobe,Republic of Botswana
Mandunyane,Republic of Botswana
Thabala,Republic of Botswana
Lecheng,Republic of Botswana
Shashe-Mooke,Republic of Botswana
Khudumelapye,Republic of Botswana
Ranaka,Republic of Botswana
Marobela,Republic of Botswana
Masunga,Republic of Botswana
Malolwane,Republic of Botswana
Borolong,Republic of Botswana
Nokaneng,Republic of Botswana
Chadibe,Republic of Botswana
Seronga,Republic of Botswana
Mookane,Republic of Botswana
São Paulo,Federative Republic of Brazil
Rio de Janeiro,Federative Republic of Brazil
Brasília,Federative Republic of Brazil
Salvador,Federative Republic of Brazil
Fortaleza,Federative Republic of Brazil
Belo Horizonte,Federative Republic of Brazil
Manaus,Federative Republic of Brazil
Curitiba,Federative Republic of Brazil
Recife,Federative Republic of Brazil
Porto Alegre,Federative Republic of Brazil
Goiânia,Federative Republic of Brazil
Belém,Federative Republic of Brazil
Guarulhos,Federative Republic of Brazil
Campinas,Federative Republic of Brazil
São Luís,Federative Republic of Brazil
São Gonçalo,Federative Republic of Brazil
Maceió,Federative Republic of Brazil
Duque de Caxias,Federative Republic of Brazil
